x,y,z,vx,vy,vz,E_tot,Lz,phase_chi,ParticleIDs,halo,level,PeakMassIndex_ID,AccretedFlag,BoundFirstTime
-30.379921,-101.81929,-46.817497,-106.70061,-30.064533,-1.4759821,-105666.58257898016,-9950.822215325006,-104.1558854,8796191556509,26,4,4664,0.0,4.250308
-58.27844,-96.821785,-51.788204,-63.639446,44.899868,49.605022,-105370.7022793876,-8778.37902137703,-207.53252679999994,8796191292457,26,4,4664,0.0,4.250308
-26.267527,-104.07797,-49.07917,-102.01749,-26.305618,8.439339,-105511.73687649053,-9926.789732628611,-109.51248658000002,8796180456290,26,4,4664,0.0,2.294945
-22.830399,-95.24625,-66.45862,-90.68651,-41.855778,-5.312423,-105803.75445695184,-7681.965890892079,-68.9767905718,8796173380543,26,4,4664,0.0,2.6665733
-21.449896,-98.83191,-60.56103,-90.50418,-46.808636,-11.366881,-105708.99450733948,-7940.660598281944,-61.62290749,8796158339022,26,4,4664,0.0,1.6606933
-57.97149,-100.1071,-47.125004,-64.29832,38.68469,51.177567,-105443.248720371,-8679.3274695601,-205.31726605000003,8796160326006,26,4,4664,0.0,4.250308
-23.782513,-102.47053,-48.278797,-103.68389,-40.672516,-5.793375,-105608.96710140353,-9657.248520248992,-73.24254714299998,8796193875858,26,4,4664,0.0,1.6606933
-16.728323,-98.748924,-64.36585,-84.52751,-49.21525,-8.756193,-105709.03415239208,-7523.712062373491,-44.706083270000036,8796171608717,26,4,4664,0.0,2.294945
-52.850777,-98.79045,-55.79837,-63.494564,38.022785,49.79007,-105244.8785463444,-8282.190281067746,-187.73376297000007,8796097166326,26,4,4664,0.0,4.4169116
-18.783009,-93.710236,-39.19611,-116.266174,-84.57557,-13.527629,-106069.6564981076,-9306.746911866934,-21.300981644700006,8796097227006,26,4,4664,0.0,2.294945
-24.606733,-102.73915,-50.727306,-100.12752,-38.8224,1.3366734,-105553.95215055568,-9331.723865188798,-80.55154873400001,8796170157686,26,4,4664,0.0,1.6606933
-19.676249,-98.87229,-59.674202,-93.52633,-47.557716,-9.535539,-105642.02137078696,-8311.404960508416,-65.56421906600002,8796107257511,26,4,4664,0.0,1.4669179
-23.328278,-98.73056,-60.829113,-93.59485,-41.261562,-1.6018963,-105619.78074152088,-8278.110764565765,-74.7206122,8796168595639,26,4,4664,0.0,1.6606933
-29.070024,-105.25857,-44.82027,-99.398964,-35.345913,4.7821155,-105624.5618806339,-9435.086270909567,-82.37978673760003,8796179393005,26,4,4664,0.0,2.294945
-19.823864,-106.6958,-58.60619,-82.66735,-29.73213,2.9866636,-105399.05476509052,-8230.85334057968,-55.42594158499999,8796164564860,26,4,4664,0.0,4.250308
-44.255375,-89.41979,-71.172325,-73.930534,40.892452,42.66562,-105342.02819095908,-8420.563622797361,-217.4389278,8796187157653,26,4,4664,0.0,6.495249
-54.24431,-93.43975,-61.01305,-70.857,39.29537,42.428585,-105374.75731123044,-8752.410597594699,-200.79555289999996,7308837878085,26,4,4664,0.0,4.250308
-16.075174,-92.76555,-40.747303,-115.29177,-89.65203,-10.474466,-106031.85342458052,-9253.93247282028,-18.571126555499998,8796184907977,26,4,4664,0.0,3.4476855
-36.432163,-100.99857,-63.075924,-81.63989,-18.76801,5.920037,-105538.1516616732,-7561.75294545167,-51.02119486299999,8796186708862,26,4,4664,0.0,2.9709663
-11.362205,-96.853035,-57.57904,-90.20238,-70.41155,-19.348282,-105763.9841262908,-7936.34380175555,-28.92731472,8796199808409,26,4,4664,0.0,2.1695607
-31.213182,-117.5734,-41.97387,-64.97363,35.059723,30.561361,-104898.22322080703,-8733.496104310587,-105.29684446000002,8796107225577,26,4,4664,0.0,4.4169116
-22.993263,-99.05833,-53.067467,-98.3062,-55.624443,-10.610059,-105662.63951525814,-8459.060553518491,-49.61112143599998,8796149514279,26,4,4664,0.0,1.6606933
-38.085423,-96.43244,-71.54151,-64.964935,32.199173,43.288532,-105089.35673792342,-7491.046320446579,-167.53505965999994,8796135984598,26,4,4664,0.0,4.250308
-26.845623,-88.12359,-48.15599,-116.61134,-76.61545,-29.239704,-106006.36395734714,-8219.420428835248,-28.8156737,8796113791567,26,4,4664,0.0,4.4169116
-37.27673,-92.57396,-71.1513,-87.307976,-15.098959,2.6969302,-105746.79266569804,-7519.605259980889,-131.24399582799998,8796157009393,26,4,4664,0.0,4.250308
-44.069355,-100.67429,-59.61306,-69.89166,36.960625,44.44034,-104941.0521213691,-8665.124151568276,-151.90390537000002,8796171767074,26,4,4664,0.0,4.4169116
-11.594636,-102.5872,-53.162277,-86.02456,-64.36254,-17.321745,-105622.14783585488,-8078.758518296559,-3.6259723930000067,8796190841970,26,4,4664,0.0,2.294945
-25.264198,-91.12612,-74.551186,-87.24341,-32.69263,-8.223441,-105718.09718668726,-7124.200371408459,-48.56040877999999,8796186524390,26,4,4664,0.0,4.250308
-28.250898,-94.195045,-60.508507,-99.82263,-46.692875,-11.63858,-105696.96670985052,-8083.6814759166,-43.684037004,8796101104700,26,4,4664,0.0,3.15124
-32.638893,-101.35087,-53.449802,-95.88102,-34.855015,9.164236,-105521.49735582284,-8579.995688389006,-82.30369816000001,7308838118918,26,4,4664,0.0,2.6665733
-38.99207,-107.4576,-49.084526,-84.2392,-17.697521,17.42973,-105448.75972297083,-8362.079280261529,-121.19494712000001,8796163567056,26,4,4664,0.0,4.250308
-19.516874,-97.1217,-57.437393,-103.40465,-47.636345,-14.798677,-105507.76807623408,-9113.12285271947,-63.60260426500001,8796137414378,26,4,4664,0.0,1.6606933
-23.145689,-93.625374,-72.16022,-88.996445,-31.772724,-7.0656605,-105676.51161434028,-7596.923859408593,-65.646891257,8796149494872,26,4,4664,0.0,2.294945
-51.68631,-99.09114,-59.531586,-68.85442,31.657602,36.939877,-105167.52528464903,-8459.12760266742,-180.29805203000006,8796126408660,26,4,4664,0.0,4.250308
-29.673847,-98.433975,-56.16544,-99.81694,-40.641735,0.57719195,-105521.9773573395,-8619.381550331955,-63.39084307000003,8796150419364,26,4,4664,0.0,2.4816148
-44.818672,-112.86644,-39.27029,-70.69931,36.150417,27.821106,-105114.1364885934,-9599.793112342622,-153.9362799799999,7308505010414,26,4,4664,0.0,6.3559184
-27.953154,-95.06358,-63.152046,-97.52863,-39.033077,-8.958821,-105586.50237826256,-8180.323107820543,-75.02304744800001,8796157958393,26,4,4664,0.0,2.6665733
-11.74045,-101.89535,-57.919968,-82.65858,-61.529366,-13.429754,-105542.52898976055,-7700.1424945482995,-19.879238901500017,8796192383671,26,4,4664,0.0,4.250308
-26.413574,-100.42008,-53.211292,-106.82352,-29.40255,-3.033954,-105339.12037571648,-9950.5999940679,-108.78454903700003,8796172677690,26,4,4664,0.0,4.250308
-22.302055,-92.01553,-47.19583,-106.02603,-86.76899,-16.576328,-105880.0343434277,-7820.914556971451,-8.983520509999998,8796192290265,26,4,4664,0.0,6.495249
-18.774508,-98.69353,-54.40309,-104.965904,-48.759464,-12.073318,-105434.4743301832,-9444.020648457408,-53.26717383,8796191694860,26,4,4664,0.0,1.4669179
-18.62015,-103.443184,-50.469055,-98.508644,-48.18721,-9.750579,-105401.85802943096,-9292.794708600995,-50.731736670000004,8796166767029,26,4,4664,0.0,1.6606933
-22.389065,-96.93767,-49.570366,-102.978806,-68.368385,-12.505496,-105665.38100855006,-8451.821297311995,-49.56657339999999,8796172123857,26,4,4664,0.0,1.4669179
-22.232313,-89.77793,-70.85216,-99.229774,-39.350742,-8.212094,-105704.46628404676,-8033.7856911615745,-67.48126583000001,8796171190954,26,4,4664,0.0,2.4816148
-27.799215,-93.46519,-67.63443,-95.6638,-34.85306,1.1477245,-105571.41215333424,-7972.3475347741,-73.34097463999998,8796158038423,26,4,4664,0.0,4.250308
-30.578026,-103.42256,-45.2623,-103.51355,-37.62759,8.9484825,-105458.71704906828,-9555.05891035066,-79.714539931,8796169016432,26,4,4664,0.0,4.250308
-29.064146,-116.213615,-47.89952,-70.4696,-13.530965,14.338799,-105181.12365262318,-7796.26102132311,-89.91927195999997,8796166373483,26,4,4664,0.0,3.4476855
-19.068804,-91.76677,-63.859753,-98.10351,-60.006508,-17.292849,-105685.31884839453,-7858.389898586268,-54.855032875,8796140232810,26,4,4664,0.0,1.6606933
-39.55799,-108.67955,-49.98642,-79.98996,-17.79656,15.24306,-105352.7189366006,-7989.276714803599,-119.66113287720007,8796094195660,26,4,4664,0.0,4.250308
-18.882864,-100.16463,-47.269657,-104.91413,-61.406136,-11.685231,-105495.27358218464,-9349.161298368395,-54.62029244800001,8796120998738,26,4,4664,0.0,1.3368632
-28.809902,-117.697586,-47.665974,-63.31956,26.612127,31.652426,-104665.5809731284,-8219.252129463715,-103.8274623,8796135551795,26,4,4664,0.0,4.250308
-49.777573,-102.27191,-59.25638,-67.92347,25.692493,32.561134,-105039.02528961904,-8225.572956587188,-166.43304830000005,8796162427028,26,4,4664,0.0,3.6231108
-39.761173,-119.23633,-36.514977,-54.718536,32.314888,37.59679,-104882.24560663004,-7809.315267856504,-141.05920899999998,8796190306092,26,4,4664,0.0,4.7442923
-26.78234,-97.6444,-51.39169,-108.585526,-47.67801,-12.860332,-105443.4963832965,-9325.839860611,-68.50026707,8796158398210,26,4,4664,0.0,2.4816148
-46.805386,-104.473145,-53.760174,-73.77293,24.177162,39.303627,-104954.05227074286,-8838.911412759382,-174.89902066000005,8796192166204,26,4,4664,0.0,4.250308
-15.834959,-104.092255,-52.91378,-94.3554,-49.159344,-9.534051,-105296.70962992952,-9043.230160720104,-54.28951191500002,8796110146155,26,4,4664,0.0,1.8528751
-48.042233,-110.50942,-35.92408,-72.538155,38.484253,42.012413,-105105.35774707267,-9865.01888637705,-182.50143176999993,8796132084070,26,4,4664,0.0,4.250308
-32.244656,-98.31285,-49.26105,-108.959435,-41.074753,-11.256371,-105461.05515119006,-9387.671308469782,-80.91292444000001,8796172664986,26,4,4664,0.0,4.250308
-30.94218,-98.543686,-75.41238,-55.24497,38.395393,46.61454,-104667.28587333154,-6632.08013813616,-116.29738789999995,8796149067327,26,4,4664,0.0,6.6778803
-16.26154,-98.78197,-58.409065,-92.6495,-61.11991,-9.289569,-105392.87032956806,-8158.1962682536,-44.17056124599999,8796159402081,26,4,4664,0.0,2.9709663
-30.737467,-114.84333,-50.74159,-69.29462,-17.73424,15.479343,-105089.56115548318,-7412.919295114519,-69.75364450000001,8796179820198,26,4,4664,0.0,4.4169116
-32.478386,-116.756645,-48.025616,-55.95238,41.894398,36.06746,-104431.9044588508,-7893.474598046729,-93.22890738000004,8796097589045,26,4,4664,0.0,6.8125005
-19.456697,-102.052826,-47.671825,-108.00689,-47.974224,-7.525467,-105265.9364452788,-10088.988411793012,-78.61818210999998,8796200164893,26,4,4664,0.0,2.9709663
-11.580977,-93.4516,-45.356617,-103.77474,-94.87091,-25.230932,-105677.98692205784,-8599.21766590493,0.5580238500000001,8796170101822,26,4,4664,0.0,2.4816148
-57.24015,-102.4677,-50.848484,-66.11674,32.165466,40.930767,-105044.34590078348,-8615.9863779579,-183.53360608999995,8796127702697,26,4,4664,0.0,4.250308
-27.911968,-103.05625,-69.862526,-73.25802,-19.67514,0.65595096,-105161.02054999904,-7000.52494554948,-53.853930800000015,8796183464138,26,4,4664,0.0,4.4169116
-17.034548,-99.35326,-47.33932,-108.81486,-62.510914,-12.686504,-105332.1622451615,-9746.265912386729,-56.07818449,7308831778977,26,4,4664,0.0,1.3368632
-36.084827,-103.5796,-50.081436,-99.06545,-24.14925,1.2927046,-105218.04962777608,-9389.73817639025,-122.48229413999998,8796179036981,26,4,4664,0.0,6.3559184
-33.613266,-104.85555,-48.478184,-92.53947,-41.253685,7.5683093,-105329.1703301897,-8316.60593617329,-94.51100886196,8796164035977,26,4,4664,0.0,6.8125005
-33.9478,-87.23497,-63.68067,-116.982765,-27.170952,-4.8152714,-105452.4026108564,-9282.593950986451,-148.01244690000001,8796175691202,26,4,4664,0.0,4.250308
-12.279879,-86.630516,-46.205284,-115.47669,-103.607086,-29.004818,-105670.19716500968,-8731.522761049446,-1.6352616030000013,8796188735532,26,4,4664,0.0,2.5673723e-15
-26.82791,-103.63544,-48.45384,-106.26005,-32.248066,-2.0448759,-105109.33124790536,-10147.15882384994,-99.76843576,8796162418232,26,4,4664,0.0,3.6231108
-24.278814,-102.45644,-61.282692,-84.301765,-43.964703,-4.2678504,-105220.3713804849,-7569.847880914358,-53.414289475,8796191688611,26,4,4664,0.0,2.294945
-32.256443,-115.078514,-51.97669,-66.54355,-18.44303,12.77028,-105004.5602732691,-7062.8263043424095,-71.78824039000001,8796185728571,26,4,4664,0.0,4.4169116
-28.218025,-93.19791,-57.64884,-108.27089,-51.747765,-11.25272,-105375.91974435716,-8630.400935375774,-77.87337041300003,8796192219306,26,4,4664,0.0,1.980097
-40.26757,-103.67677,-63.0197,-74.18308,19.084978,31.690752,-104706.2202470638,-8459.56781061506,-145.14660595000004,8796131371962,26,4,4664,0.0,4.4169116
-20.368624,-93.63645,-53.437645,-108.83517,-68.3892,-18.788216,-105399.40301698424,-8797.9450534857,-54.388009870999994,8796175376223,26,4,4664,0.0,1.4669179
-24.16178,-97.67479,-70.23956,-88.0662,-27.727705,0.9284939,-105184.63334603532,-7931.896882983099,-67.77335367,7308836660360,26,4,4664,0.0,4.250308
-19.945599,-97.34563,-57.203728,-106.152504,-49.546062,-5.335759,-105169.65165535804,-9345.256493276382,-71.99547106400001,7308887904920,26,4,4664,0.0,2.294945
-18.469437,-105.13365,-46.667496,-102.2612,-48.134823,-7.993771,-105134.19770725913,-9862.070128475349,-32.213929560000004,8796101643336,26,4,4664,0.0,2.294945
-22.578484,-124.1898,-39.357506,-58.63758,23.514807,31.351318,-104574.9114615796,-7813.118026296588,-49.63056836000004,8796117879451,26,4,4664,0.0,6.495249
-41.94374,-112.78679,-43.81928,-76.989456,22.859062,27.546898,-104776.7176799409,-9642.18815925812,-119.61766901500002,8796169019839,26,4,4664,0.0,4.4169116
-19.186594,-104.500946,-46.341366,-105.075325,-46.912075,-7.479045,-105105.91259061336,-10080.3879270349,-65.55074384499999,8796176039146,26,4,4664,0.0,4.4169116
-13.321807,-95.03795,-61.303658,-97.13683,-64.314606,-17.942669,-105313.43917088617,-8374.898424285459,-42.888891134999994,8796181221648,26,4,4664,0.0,2.9709663
-35.75381,-107.33302,-55.249546,-85.80808,-2.903059,21.836956,-104814.01650390508,-9106.24494689681,-141.96176544000005,8796106531093,26,4,4664,0.0,4.250308
-45.46564,-116.34959,-41.632202,-56.13856,22.954967,40.100887,-104821.18521648429,-7575.36070502428,-138.84680849999995,8796164772455,26,4,4664,0.0,4.250308
-6.9557858,-89.819595,-50.174194,-97.58282,-103.82131,-35.749573,-105603.9584305246,-8042.690577522503,-8.224247094,8796186917295,26,4,4664,0.0,1.4669179
-34.314846,-118.60425,-46.066517,-49.798244,44.169415,37.170807,-104283.79439002147,-7421.950054572089,-85.02445790000006,8796166086494,26,4,4664,0.0,6.8125005
-32.55234,-118.48063,-42.553974,-56.068115,40.978214,43.65404,-104355.77862469768,-7976.922342833211,-114.47222409999998,8796162120360,26,4,4664,0.0,6.6778803
-45.464554,-113.41469,-48.571312,-63.53168,21.6783,28.041975,-104738.21229179348,-8191.0200333574,-119.0925941299999,8796166784749,26,4,4664,0.0,3.7966793
-34.92474,-103.89406,-58.45444,-87.92242,-22.652592,-0.6066429,-105050.6500607085,-8343.48129289912,-104.61912207,8796133486679,26,4,4664,0.0,4.250308
-29.615086,-117.20527,-55.556576,-55.337948,24.249687,30.507637,-104361.03413811378,-7204.055702564041,-66.10782593999996,8796148583005,26,4,4664,0.0,4.250308
-35.379498,-106.87367,-68.193985,-54.98229,29.1002,35.35213,-104441.9105253895,-6905.7095850039,-94.52074992000007,8796125617015,26,4,4664,0.0,4.250308
-33.1764,-113.84944,-56.79003,-52.313217,39.29945,39.147816,-104192.89852961928,-7259.64473302848,-99.18842229999998,7308832580967,26,4,4664,0.0,6.8125005
-19.504059,-111.805626,-46.69424,-80.64639,-49.13473,-1.8633919,-105135.072929211,-8058.393445721069,-65.92176673000002,8796095540014,26,4,4664,0.0,3.4476855
-30.920597,-97.61682,-76.08944,-69.9187,25.072462,36.55722,-104643.40835272009,-7600.496645833814,-130.9997815,8796109157690,26,4,4664,0.0,4.250308
-43.97668,-105.14674,-64.15949,-58.142876,35.581703,32.945656,-104489.64606639904,-7678.29903231028,-106.23469846999996,8796119524770,26,4,4664,0.0,6.6778803
-7.944704,-91.031494,-45.89801,-105.68441,-100.51596,-34.832203,-105449.61845119852,-8822.040185332698,-11.946170797,8796205419025,26,4,4664,0.0,0.47515902
-16.959549,-92.09677,-71.9636,-88.58289,-53.13982,-15.279593,-105401.14858368492,-7256.970665124121,-40.439337089999995,8796163502291,26,4,4664,0.0,4.250308
-24.58901,-100.84413,-55.226044,-90.28944,-60.21053,-9.692223,-105210.08495746188,-7624.642700711901,-19.776205329999993,8796179091714,26,4,4664,0.0,4.250308
-22.735561,-109.388084,-69.7952,-59.851753,17.169628,31.435577,-104390.62201792284,-6937.429709452561,-40.00611379,8796179810956,26,4,4664,0.0,6.495249
2.1754966,-88.42526,-50.62385,-101.50314,-105.26704,-35.589485,-105211.01570860678,-9204.449632928465,21.571563850000004,7308883228465,26,4,4664,0.0,4.250308
-29.966553,-108.3932,-54.40902,-84.62449,-28.049618,11.61544,-104911.33808795018,-8332.168905041244,-62.52899230000002,8796106866748,26,4,4664,0.0,4.250308
-31.65383,-108.853615,-41.887844,-97.86816,-31.531374,3.6864226,-105123.40300015036,-9655.214257135982,-100.48991919099998,8796135612556,26,4,4664,0.0,4.250308
-56.77838,-103.26847,-49.94034,-72.20637,20.35543,39.718773,-104961.58783615632,-8612.3896937573,-182.85014188000002,8796160652289,26,4,4664,0.0,4.250308
-38.41687,-106.36997,-60.280064,-74.83032,18.880507,33.852287,-104497.42616449507,-8685.02887644349,-121.10195207000002,8796156896966,26,4,4664,0.0,6.495249
-56.55656,-99.278694,-56.798645,-72.45581,24.144712,38.674244,-104915.3956653547,-8558.860042422859,-179.96682939130005,8796158592525,26,4,4664,0.0,4.250308
-12.540583,-88.79389,-53.649746,-104.261406,-91.56748,-37.539165,-105506.25845822776,-8109.4662325685,6.660060870000001,8796133531591,26,4,4664,0.0,4.250308
-18.594118,-109.34795,-45.348248,-97.91322,-39.095524,-2.3171759,-104942.24602412277,-9979.663098371166,-52.22394994000002,8796181127067,26,4,4664,0.0,4.250308
-23.14632,-96.75695,-50.49411,-100.60552,-72.79102,-20.785007,-105300.18511844958,-8049.439026317601,-28.226350730000014,8796161427416,26,4,4664,0.0,1.4669179
-33.925278,-102.11847,-48.935898,-101.61726,-40.229324,11.525693,-105110.0661807326,-9012.208116340127,-124.50664680000003,8796183399355,26,4,4664,0.0,6.495249
-15.335183,-101.02546,-45.330887,-108.38783,-65.10865,-8.424284,-105125.35672107796,-9951.477321518849,-42.80536104199999,8796158338949,26,4,4664,0.0,2.6665733
-13.130305,-84.36519,-48.272858,-123.79933,-99.37644,-28.958479,-105461.02777924202,-9139.5110303085,3.8074625699999998,8796110083333,26,4,4664,0.0,1.4669179
-39.330254,-107.92196,-65.114136,-53.944256,33.788124,34.890907,-104306.3722649422,-7150.665337365256,-96.71159955999991,8796107432210,26,4,4664,0.0,6.6778803
-47.076614,-91.15415,-69.25014,-89.00756,30.143991,16.957142,-104918.94470231509,-9532.485504100474,-187.19873477400003,8796176213344,26,4,4664,0.0,6.3559184
-15.188884,-107.99069,-40.671577,-97.20144,-60.194496,-0.6968948,-105129.66852543506,-9582.563357411136,-50.68688030000001,8796105741119,26,4,4664,0.0,4.250308
-8.498526,-95.83084,-44.322945,-99.362495,-97.65589,-22.159496,-105321.45923635444,-8692.06024012766,-11.263492355999997,8796147413169,26,4,4664,0.0,4.250308
-23.031914,-103.89071,-39.634068,-111.26281,-52.848404,0.2972263,-105127.39248104164,-10341.972431529844,-69.084738303,7308832541473,26,4,4664,0.0,3.15124
-31.269617,-102.89048,-73.99756,-57.866276,34.72878,36.737625,-104304.8164254814,-7039.84456292974,-99.3065017,8796128004524,26,4,4664,0.0,6.6778803
-33.862907,-122.371925,-33.75771,-63.946476,20.51121,35.003532,-104436.67560952116,-8519.82256177377,-117.20109168000005,8796146614418,26,4,4664,0.0,4.250308
-29.387178,-96.72936,-79.99731,-66.45179,24.2936,35.324688,-104393.40351126928,-7141.7594650152005,-109.57873269999997,7260023783929,26,4,4664,0.0,4.4169116
-42.44683,-115.22568,-37.553432,-72.198456,22.003927,42.255905,-104693.35432021283,-9253.113136251488,-139.65178171600007,7259641246959,26,4,4664,0.0,6.8125005
-27.868216,-98.06405,-65.30042,-96.392006,-26.773932,-11.829121,-104928.70982046134,-8706.448775838988,-93.86877320999997,8796184939999,26,4,4664,0.0,4.250308
-26.3317,-99.602,-48.491646,-104.62521,-60.949337,-10.30337,-105103.80815917972,-8815.9805093371,-51.13977346999998,8796149160083,26,4,4664,0.0,1.4669179
-21.297161,-100.4048,-47.691586,-114.570114,-49.004047,-4.269401,-104910.112285375,-10459.742303536632,-86.28412943299999,8796190026518,26,4,4664,0.0,4.250308
-40.129337,-114.93853,-50.965847,-63.17906,13.30807,33.77478,-104470.42294317156,-7795.75230903139,-117.26789149999999,7308834743869,26,4,4664,0.0,4.0817823
-35.26735,-100.71525,-72.608795,-72.680466,25.632175,23.277088,-104471.81932051624,-8224.010190292749,-143.90448589999997,8796187464535,26,4,4664,0.0,6.495249
-17.599165,-90.92124,-72.644325,-89.94391,-49.969433,-28.911484,-105232.64745624409,-7298.391531324955,-24.38712987200001,8796096178961,26,4,4664,0.0,4.250308
-42.32513,-113.61449,-50.143417,-69.64507,13.936698,25.870144,-104535.21416148558,-8502.561663685041,-129.38010451400004,8796182277363,26,4,4664,0.0,4.4169116
-20.431309,-95.925934,-44.370094,-109.95749,-81.90192,-12.35458,-105250.60512311856,-8874.411493332382,-23.003007209999993,8796096086191,26,4,4664,0.0,2.4816148
-21.438944,-95.7808,-57.48796,-97.09225,-65.32741,-28.525436,-105117.87799681965,-7899.02269414496,-20.89572243000001,8796183528245,26,4,4664,0.0,2.9709663
-12.820537,-97.71681,-53.6712,-101.95958,-69.36631,-23.289204,-105017.94603012694,-9073.85156263133,-41.0979028,8796184942293,26,4,4664,0.0,1.6606933
-35.09682,-97.60061,-58.94612,-102.98033,-30.213493,-3.5943747,-104922.19847217304,-8990.54550060904,-79.82139730000002,8796187850264,26,4,4664,0.0,6.495249
-24.125519,-119.05996,-52.69224,-62.858276,26.871643,29.61374,-104024.3591720004,-8132.196159986676,-71.47356760000001,8796133284042,26,4,4664,0.0,6.495249
-28.708206,-110.036804,-52.43857,-84.68307,-32.27583,7.752733,-104736.82179210846,-8391.6731992473,-40.03888989999996,8796185243649,26,4,4664,0.0,3.7966793
-20.074387,-92.27509,-54.77296,-113.794205,-67.00755,-21.88608,-105069.95332682454,-9155.235017231602,-52.527741541,8796192132010,26,4,4664,0.0,2.7889159
-27.877289,-108.40632,-48.202652,-96.501175,-32.16114,-0.64776194,-104758.54635099444,-9564.77186307654,-93.90209938999998,8796170208043,26,4,4664,0.0,4.250308
-16.507236,-95.24156,-58.248642,-109.14536,-57.106667,-17.40989,-104916.88735240472,-9452.50112381919,-78.72794583999999,8796114421140,26,4,4664,0.0,2.294945
-37.215088,-108.93851,-59.417625,-73.12722,21.395338,32.760742,-104214.8554952734,-8762.599773701942,-115.69701800000009,8796107115623,26,4,4664,0.0,6.8125005
-25.37624,-95.391174,-49.00576,-108.72364,-71.184296,-20.542793,-105102.50988194696,-8564.88588162632,-25.839834869999997,8796166165791,26,4,4664,0.0,2.6665733
-32.915302,-107.66888,-63.071594,-77.51973,12.9698715,27.036507,-104260.80559161976,-8773.369744326092,-128.27533724999998,8796133601397,26,4,4664,0.0,4.250308
-16.664003,-89.36247,-78.24349,-84.12626,-47.948444,-25.432264,-104996.1235221128,-6718.717370800869,-3.847729889999986,8796187008665,26,4,4664,0.0,6.8125005
-14.497036,-98.9638,-44.802338,-111.9089,-71.64203,-17.137833,-104980.8661591666,-10036.332909796922,-45.961245725,8796172655699,26,4,4664,0.0,1.980097
-25.02697,-116.310974,-48.607925,-79.61893,-11.747759,22.166271,-104460.7462870438,-8966.54448507759,-110.75011071,8796181618558,26,4,4664,0.0,3.4476855
-37.422104,-111.65086,-53.52536,-79.34966,12.475157,21.725561,-104328.32095747252,-9326.304402377928,-135.07976455199994,8796184414138,26,4,4664,0.0,4.250308
-37.685253,-118.03094,-37.49705,-77.10941,17.210266,28.30307,-104500.95693111813,-9749.869373552698,-125.3019812400001,8796185248205,26,4,4664,0.0,4.4169116
-12.146741,-91.93741,-50.372623,-116.322014,-80.258995,-28.225939,-105078.77957407104,-9719.459467958444,-26.242615229999995,8796101486600,26,4,4664,0.0,2.7889159
-17.388983,-92.21289,-74.167244,-92.481476,-42.663414,-16.689936,-104964.12786952096,-7786.110792657679,-23.712017349000003,8796177286349,26,4,4664,0.0,3.4476855
-19.135914,-98.22458,-56.29207,-109.14789,-50.531548,-6.4872894,-104748.38792075613,-9754.038296321329,-80.70347051000002,8796157036755,26,4,4664,0.0,4.250308
-21.20565,-91.11195,-74.65814,-98.57391,-31.584076,-11.255569,-104851.90128851218,-8311.500297995099,-105.41805559000001,8796158207408,26,4,4664,0.0,4.250308
-35.4673,-106.539444,-56.659157,-86.093544,-25.978832,9.403334,-104662.10963956016,-8250.959281555935,-113.91862180000003,8796120603600,26,4,4664,0.0,4.250308
-16.03577,-104.224434,-47.00868,-106.492935,-53.507175,-10.787838,-104710.07978494544,-10241.13712372404,-80.98927284099999,8796134502494,26,4,4664,0.0,3.4476855
-34.59396,-108.33357,-63.6289,-75.36594,-4.664796,14.491482,-104418.51985781924,-8003.287570373639,-109.41608379999994,8796159200374,26,4,4664,0.0,4.4169116
-37.89077,-106.70349,-56.64179,-87.57008,-5.0108256,21.803377,-104447.20273349794,-9154.169115259489,-135.33042293999998,8796193814552,26,4,4664,0.0,4.250308
-29.215504,-99.18309,-47.22796,-108.19403,-59.786835,-8.707237,-104930.70512843388,-8984.315697862861,-83.02201750000002,8796189146134,26,4,4664,0.0,2.6665733
-22.08273,-98.13471,-38.702534,-115.1833,-77.442085,-12.083122,-105091.02451734792,-9593.347088650951,-40.860434039999994,8796161438447,26,4,4664,0.0,3.7966793
-25.264412,-125.02023,-37.793755,-61.970833,24.904037,31.696974,-104081.78331881604,-8376.793646182834,-81.41571471,8796166874183,26,4,4664,0.0,6.3559184
-13.901754,-89.50311,-50.569004,-121.68983,-83.03115,-23.661749,-105043.4775192548,-9737.3396187342,0.8144609199999984,8796156742304,26,4,4664,0.0,3.4476855
-24.88482,-103.53649,-74.38115,-74.345085,-7.27586,13.945964,-104477.34014285692,-7516.37068320645,-103.61374618399995,8796160624088,26,4,4664,0.0,3.4476855
-28.951748,-109.07261,-67.91611,-68.49186,15.101893,26.574493,-104091.94713167494,-7907.812134413564,-106.16597373,8796135612550,26,4,4664,0.0,4.250308
-48.021374,-107.13651,-49.757694,-81.315605,-6.2219024,32.56662,-104656.85778789222,-8413.085826096652,-160.72451469,7308831733357,26,4,4664,0.0,6.495249
-30.844418,-87.60979,-75.918205,-93.28955,-33.61496,-25.717299,-104961.27742857025,-7136.24400740122,-81.16608679999999,8796146759885,26,4,4664,0.0,6.3559184
-35.889557,-102.8614,-56.516098,-92.37493,-36.262527,-4.801269,-104731.4246295295,-8200.368594971462,-74.66273039,8796155050023,26,4,4664,0.0,4.250308
-19.582253,-120.65572,-52.40797,-68.55635,-6.078533,9.122498,-104195.1951707427,-8152.684398747151,-62.130725480000024,8796176437549,26,4,4664,0.0,6.8125005
